"Variable","Year","Value","source"
"RO",1998,0.0259471311974662,"Figure1-a_b"
"RO",1999,0.0929752066115702,"Figure1-a_b"
"RO",2000,0.13164011842717,"Figure1-a_b"
"RO",2001,0.0981158206955939,"Figure1-a_b"
"RO",2002,0.0471924995294561,"Figure1-a_b"
"RO",2003,0.0960498983969293,"Figure1-a_b"
"RO",2004,0.0676369248927526,"Figure1-a_b"
"RO",2005,0.111585807385952,"Figure1-a_b"
"RO",2006,0.0894471911095555,"Figure1-a_b"
"RO",2007,0.078209600314335,"Figure1-a_b"
"RO",2008,0.224147688464766,"Figure1-a_b"
"RO",2009,0.158240501526621,"Figure1-a_b"
"RO",2010,0.276226929127816,"Figure1-a_b"
"RO",2011,0.178887198311113,"Figure1-a_b"
"RO",2012,0.0992928327367394,"Figure1-a_b"
"RO",2013,0.203615121422015,"Figure1-a_b"
"RO",2014,0.147586681857602,"Figure1-a_b"
"RO",2015,0.196118205446943,"Figure1-a_b"
"RO",2016,0.131112917648972,"Figure1-a_b"
"RO",2017,0.193730389420393,"Figure1-a_b"
"RO",2018,0.24797410192147,"Figure1-a_b"
"RO",2019,0.19322755222372,"Figure1-a_b"
"RO",2020,0.191051951408633,"Figure1-a_b"
"RO",2021,0.251922511145812,"Figure1-a_b"
"RO",2022,0.303994534052366,"Figure1-a_b"
"AL",1996,NA,"Figure1-a_b"
"AL",1997,NA,"Figure1-a_b"
"AL",1998,NA,"Figure1-a_b"
"AL",1999,NA,"Figure1-a_b"
"AL",2000,0.00428197411240794,"Figure1-a_b"
"AL",2001,NA,"Figure1-a_b"
"AL",2002,NA,"Figure1-a_b"
"AL",2003,NA,"Figure1-a_b"
"AL",2004,NA,"Figure1-a_b"
"AL",2005,NA,"Figure1-a_b"
"AL",2006,NA,"Figure1-a_b"
"AL",2007,NA,"Figure1-a_b"
"AL",2008,NA,"Figure1-a_b"
"AL",2009,NA,"Figure1-a_b"
"AL",2010,NA,"Figure1-a_b"
"AL",2011,NA,"Figure1-a_b"
"AL",2012,NA,"Figure1-a_b"
"AL",2013,NA,"Figure1-a_b"
"AL",2014,NA,"Figure1-a_b"
"AL",2015,NA,"Figure1-a_b"
"AL",2016,0.00116134663848468,"Figure1-a_b"
"AL",2017,NA,"Figure1-a_b"
"AL",2018,NA,"Figure1-a_b"
"AL",2019,NA,"Figure1-a_b"
"AL",2020,NA,"Figure1-a_b"
"AL",2021,NA,"Figure1-a_b"
"AL",2022,NA,"Figure1-a_b"
"AM",1996,NA,"Figure1-a_b"
"AM",1997,0.0146302211601765,"Figure1-a_b"
"AM",1998,0.00730905104153977,"Figure1-a_b"
"AM",1999,0.0635727908455181,"Figure1-a_b"
"AM",2000,0.0139042795272701,"Figure1-a_b"
"AM",2001,0.0334880160742477,"Figure1-a_b"
"AM",2002,0.0444496988518728,"Figure1-a_b"
"AM",2003,0.0294648904944683,"Figure1-a_b"
"AM",2004,0.0402371927276029,"Figure1-a_b"
"AM",2005,0.0124277244750181,"Figure1-a_b"
"AM",2006,0.0657844767238362,"Figure1-a_b"
"AM",2007,0.00523891641745432,"Figure1-a_b"
"AM",2008,0.0169128856624319,"Figure1-a_b"
"AM",2009,NA,"Figure1-a_b"
"AM",2010,0.061607574536664,"Figure1-a_b"
"AM",2011,0.00665664999334335,"Figure1-a_b"
"AM",2012,0.0851543686950862,"Figure1-a_b"
"AM",2013,0.0453619293999833,"Figure1-a_b"
"AM",2014,0.0741823252333906,"Figure1-a_b"
"AM",2015,0.0176573624138321,"Figure1-a_b"
"AM",2016,0.00880686529550443,"Figure1-a_b"
"AM",2017,0.0153997189551291,"Figure1-a_b"
"AM",2018,0.0288220551378446,"Figure1-a_b"
"AM",2019,0.0164252021563342,"Figure1-a_b"
"AM",2020,0.0782573016283277,"Figure1-a_b"
"AM",2021,0.052051508362188,"Figure1-a_b"
"AM",2022,0.0379966325858325,"Figure1-a_b"
"TJ",1996,NA,"Figure1-a_b"
"TJ",1997,NA,"Figure1-a_b"
"TJ",1998,NA,"Figure1-a_b"
"TJ",1999,NA,"Figure1-a_b"
"TJ",2000,NA,"Figure1-a_b"
"TJ",2001,NA,"Figure1-a_b"
"TJ",2002,NA,"Figure1-a_b"
"TJ",2003,NA,"Figure1-a_b"
"TJ",2004,NA,"Figure1-a_b"
"TJ",2005,0.00905141202027516,"Figure1-a_b"
"TJ",2006,NA,"Figure1-a_b"
"TJ",2007,NA,"Figure1-a_b"
"TJ",2008,NA,"Figure1-a_b"
"TJ",2009,NA,"Figure1-a_b"
"TJ",2010,0.00230229077932543,"Figure1-a_b"
"TJ",2011,NA,"Figure1-a_b"
"TJ",2012,NA,"Figure1-a_b"
"TJ",2013,0.00801134941166653,"Figure1-a_b"
"TJ",2014,NA,"Figure1-a_b"
"TJ",2015,NA,"Figure1-a_b"
"TJ",2016,NA,"Figure1-a_b"
"TJ",2017,NA,"Figure1-a_b"
"TJ",2018,NA,"Figure1-a_b"
"TJ",2019,NA,"Figure1-a_b"
"TJ",2020,NA,"Figure1-a_b"
"TJ",2021,NA,"Figure1-a_b"
"TJ",2022,NA,"Figure1-a_b"
"PY",1996,NA,"Figure1-a_b"
"PY",1997,NA,"Figure1-a_b"
"PY",1998,NA,"Figure1-a_b"
"PY",1999,NA,"Figure1-a_b"
"PY",2000,NA,"Figure1-a_b"
"PY",2001,NA,"Figure1-a_b"
"PY",2002,NA,"Figure1-a_b"
"PY",2003,NA,"Figure1-a_b"
"PY",2004,NA,"Figure1-a_b"
"PY",2005,NA,"Figure1-a_b"
"PY",2006,NA,"Figure1-a_b"
"PY",2007,NA,"Figure1-a_b"
"PY",2008,NA,"Figure1-a_b"
"PY",2009,NA,"Figure1-a_b"
"PY",2010,NA,"Figure1-a_b"
"PY",2011,NA,"Figure1-a_b"
"PY",2012,NA,"Figure1-a_b"
"PY",2013,NA,"Figure1-a_b"
"PY",2014,NA,"Figure1-a_b"
"PY",2015,NA,"Figure1-a_b"
"PY",2016,NA,"Figure1-a_b"
"PY",2017,NA,"Figure1-a_b"
"PY",2018,NA,"Figure1-a_b"
"PY",2019,NA,"Figure1-a_b"
"PY",2020,0.00123078530197295,"Figure1-a_b"
"PY",2021,NA,"Figure1-a_b"
"PY",2022,NA,"Figure1-a_b"
"VE",1996,0.0509239623570892,"Figure1-a_b"
"VE",1997,0.110893175001829,"Figure1-a_b"
"VE",1998,0.0450724814228286,"Figure1-a_b"
"VE",1999,0.0456826739693873,"Figure1-a_b"
"VE",2000,0.0195485331180112,"Figure1-a_b"
"VE",2001,0.0870992202076257,"Figure1-a_b"
"VE",2002,0.0195537125917561,"Figure1-a_b"
"VE",2003,0.0396064574396026,"Figure1-a_b"
"VE",2004,0.125430011121956,"Figure1-a_b"
"VE",2005,0.0560954471397538,"Figure1-a_b"
"VE",2006,0.0822204235211761,"Figure1-a_b"
"VE",2007,0.0482218244526424,"Figure1-a_b"
"VE",2008,0.0476511913822376,"Figure1-a_b"
"VE",2009,0.0251856335025564,"Figure1-a_b"
"VE",2010,0.0287786347415679,"Figure1-a_b"
"VE",2011,NA,"Figure1-a_b"
"VE",2012,0.0380619508623495,"Figure1-a_b"
"VE",2013,0.019026954852708,"Figure1-a_b"
"VE",2014,0.0464796707874913,"Figure1-a_b"
"VE",2015,0.0652779975138434,"Figure1-a_b"
"VE",2016,0.040985895455654,"Figure1-a_b"
"VE",2017,0.00876929296040347,"Figure1-a_b"
"VE",2018,0.0560718462823726,"Figure1-a_b"
"VE",2019,0.0374755727762803,"Figure1-a_b"
"VE",2020,0.0315902041871285,"Figure1-a_b"
"VE",2021,0.0249804241066377,"Figure1-a_b"
"VE",2022,0.0234254898611552,"Figure1-a_b"
"CH",1996,1.28596427552952,"Figure1-a_b"
"CH",1997,1.62731949964644,"Figure1-a_b"
"CH",1998,1.0714435375807,"Figure1-a_b"
"CH",1999,1.77267837058047,"Figure1-a_b"
"CH",2000,1.75198561256698,"Figure1-a_b"
"CH",2001,1.70984786872698,"Figure1-a_b"
"CH",2002,1.13103943158291,"Figure1-a_b"
"CH",2003,1.27796568074057,"Figure1-a_b"
"CH",2004,2.18356674308282,"Figure1-a_b"
"CH",2005,2.33752715423606,"Figure1-a_b"
"CH",2006,2.12136856842842,"Figure1-a_b"
"CH",2007,1.58996529217873,"Figure1-a_b"
"CH",2008,2.17848291473957,"Figure1-a_b"
"CH",2009,1.54895846506838,"Figure1-a_b"
"CH",2010,1.58300333832163,"Figure1-a_b"
"CH",2011,1.55802696894197,"Figure1-a_b"
"CH",2012,1.53882606573381,"Figure1-a_b"
"CH",2013,1.67724276057748,"Figure1-a_b"
"CH",2014,1.89747819137178,"Figure1-a_b"
"CH",2015,1.91038535427732,"Figure1-a_b"
"CH",2016,1.55674741890903,"Figure1-a_b"
"CH",2017,1.23383510750929,"Figure1-a_b"
"CH",2018,1.4225208855472,"Figure1-a_b"
"CH",2019,1.34650016846361,"Figure1-a_b"
"CH",2020,1.70556991470664,"Figure1-a_b"
"CH",2021,2.04095548464481,"Figure1-a_b"
"CH",2022,1.67804836387594,"Figure1-a_b"
"RS",1996,0.00648121743188241,"Figure1-a_b"
"RS",1997,0.0185316134695569,"Figure1-a_b"
"RS",1998,0.032542575222317,"Figure1-a_b"
"RS",1999,0.0790583891632843,"Figure1-a_b"
"RS",2000,0.0548501309060657,"Figure1-a_b"
"RS",2001,0.0955319810553509,"Figure1-a_b"
"RS",2002,0.0522527291549031,"Figure1-a_b"
"RS",2003,0.0370555430119666,"Figure1-a_b"
"RS",2004,0.0642889892639081,"Figure1-a_b"
"RS",2005,0.0758809286748733,"Figure1-a_b"
"RS",2006,0.0640553902695135,"Figure1-a_b"
"RS",2007,0.117251970050861,"Figure1-a_b"
"RS",2008,0.0508344554378159,"Figure1-a_b"
"RS",2009,0.140740366027714,"Figure1-a_b"
"RS",2010,0.0978473581213307,"Figure1-a_b"
"RS",2011,0.0706765058293235,"Figure1-a_b"
"RS",2012,0.277326716563619,"Figure1-a_b"
"RS",2013,0.209476758741551,"Figure1-a_b"
"RS",2014,0.260135698131175,"Figure1-a_b"
"RS",2015,0.287362037141673,"Figure1-a_b"
"RS",2016,0.292203885862938,"Figure1-a_b"
"RS",2017,0.33442992165393,"Figure1-a_b"
"RS",2018,0.514647034252297,"Figure1-a_b"
"RS",2019,0.147749536725067,"Figure1-a_b"
"RS",2020,0.34065865426036,"Figure1-a_b"
"RS",2021,0.26811958268269,"Figure1-a_b"
"RS",2022,0.343612893780044,"Figure1-a_b"
"CI",1996,NA,"Figure1-a_b"
"CI",1997,NA,"Figure1-a_b"
"CI",1998,NA,"Figure1-a_b"
"CI",1999,NA,"Figure1-a_b"
"CI",2000,NA,"Figure1-a_b"
"CI",2001,NA,"Figure1-a_b"
"CI",2002,NA,"Figure1-a_b"
"CI",2003,NA,"Figure1-a_b"
"CI",2004,NA,"Figure1-a_b"
"CI",2005,NA,"Figure1-a_b"
"CI",2006,NA,"Figure1-a_b"
"CI",2007,NA,"Figure1-a_b"
"CI",2008,NA,"Figure1-a_b"
"CI",2009,NA,"Figure1-a_b"
"CI",2010,0.00031976324776485,"Figure1-a_b"
"CI",2011,NA,"Figure1-a_b"
"CI",2012,NA,"Figure1-a_b"
"CI",2013,NA,"Figure1-a_b"
"CI",2014,NA,"Figure1-a_b"
"CI",2015,NA,"Figure1-a_b"
"CI",2016,NA,"Figure1-a_b"
"CI",2017,NA,"Figure1-a_b"
"CI",2018,NA,"Figure1-a_b"
"CI",2019,NA,"Figure1-a_b"
"CI",2020,NA,"Figure1-a_b"
"CI",2021,NA,"Figure1-a_b"
"CI",2022,NA,"Figure1-a_b"
"EC",1996,NA,"Figure1-a_b"
"EC",1997,NA,"Figure1-a_b"
"EC",1998,NA,"Figure1-a_b"
"EC",1999,NA,"Figure1-a_b"
"EC",2000,NA,"Figure1-a_b"
"EC",2001,NA,"Figure1-a_b"
"EC",2002,NA,"Figure1-a_b"
"EC",2003,NA,"Figure1-a_b"
"EC",2004,NA,"Figure1-a_b"
"EC",2005,NA,"Figure1-a_b"
"EC",2006,NA,"Figure1-a_b"
"EC",2007,NA,"Figure1-a_b"
"EC",2008,NA,"Figure1-a_b"
"EC",2009,NA,"Figure1-a_b"
"EC",2010,NA,"Figure1-a_b"
"EC",2011,NA,"Figure1-a_b"
"EC",2012,NA,"Figure1-a_b"
"EC",2013,NA,"Figure1-a_b"
"EC",2014,0.00276327648069107,"Figure1-a_b"
"EC",2015,0.00565035597242626,"Figure1-a_b"
"EC",2016,0.0030485326396228,"Figure1-a_b"
"EC",2017,0.0137955879805194,"Figure1-a_b"
"EC",2018,0.0060045948203843,"Figure1-a_b"
"EC",2019,0.0017046917115903,"Figure1-a_b"
"EC",2020,0.00410261049366761,"Figure1-a_b"
"EC",2021,0.00301747120193722,"Figure1-a_b"
"EC",2022,NA,"Figure1-a_b"
"TN",1996,NA,"Figure1-a_b"
"TN",1997,NA,"Figure1-a_b"
"TN",1998,0.0114508466317456,"Figure1-a_b"
"TN",1999,NA,"Figure1-a_b"
"TN",2000,0.00244684234994739,"Figure1-a_b"
"TN",2001,NA,"Figure1-a_b"
"TN",2002,0.00705815923207228,"Figure1-a_b"
"TN",2003,0.00978399187175435,"Figure1-a_b"
"TN",2004,0.00249676555371451,"Figure1-a_b"
"TN",2005,0.00867426230992035,"Figure1-a_b"
"TN",2006,0.0579716485824291,"Figure1-a_b"
"TN",2007,0.00938639191460566,"Figure1-a_b"
"TN",2008,0.037403547801651,"Figure1-a_b"
"TN",2009,0.0295387617206555,"Figure1-a_b"
"TN",2010,0.0242653773838302,"Figure1-a_b"
"TN",2011,0.00470946575629053,"Figure1-a_b"
"TN",2012,0.00772860397006183,"Figure1-a_b"
"TN",2013,0.0507106734540599,"Figure1-a_b"
"TN",2014,0.0533261346438349,"Figure1-a_b"
"TN",2015,0.0761814894338343,"Figure1-a_b"
"TN",2016,0.0667289244776847,"Figure1-a_b"
"TN",2017,0.0780977497160677,"Figure1-a_b"
"TN",2018,0.0613984962406015,"Figure1-a_b"
"TN",2019,0.068655028638814,"Figure1-a_b"
"TN",2020,0.0654540363573706,"Figure1-a_b"
"TN",2021,0.0586047932649874,"Figure1-a_b"
"TN",2022,0.139733779068349,"Figure1-a_b"
"RU",1996,1.49778083115132,"Figure1-a_b"
"RU",1997,1.67073711930945,"Figure1-a_b"
"RU",1998,1.46300889267877,"Figure1-a_b"
"RU",1999,1.17036529903663,"Figure1-a_b"
"RU",2000,1.77494433433654,"Figure1-a_b"
"RU",2001,3.16246471798306,"Figure1-a_b"
"RU",2002,2.71080368906456,"Figure1-a_b"
"RU",2003,3.06215850079025,"Figure1-a_b"
"RU",2004,2.66647751776108,"Figure1-a_b"
"RU",2005,3.47386404779146,"Figure1-a_b"
"RU",2006,3.35933671683584,"Figure1-a_b"
"RU",2007,3.42799764248761,"Figure1-a_b"
"RU",2008,3.07290751907578,"Figure1-a_b"
"RU",2009,3.23703275460245,"Figure1-a_b"
"RU",2010,3.33939603238556,"Figure1-a_b"
"RU",2011,3.27446318872554,"Figure1-a_b"
"RU",2012,3.10761064106736,"Figure1-a_b"
"RU",2013,2.97977134273554,"Figure1-a_b"
"RU",2014,2.63092829084973,"Figure1-a_b"
"RU",2015,3.03975967152597,"Figure1-a_b"
"RU",2016,3.36060076416551,"Figure1-a_b"
"RU",2017,3.68301603495736,"Figure1-a_b"
"RU",2018,4.08460735171262,"Figure1-a_b"
"RU",2019,4.21578082884097,"Figure1-a_b"
"RU",2020,4.75962781080383,"Figure1-a_b"
"RU",2021,4.26281485504787,"Figure1-a_b"
"RU",2022,5.19101534857617,"Figure1-a_b"
"AR",1996,0.139204106499365,"Figure1-a_b"
"AR",1997,0.033649508668406,"Figure1-a_b"
"AR",1998,0.065885978803752,"Figure1-a_b"
"AR",1999,0.142127732407453,"Figure1-a_b"
"AR",2000,0.169939073625486,"Figure1-a_b"
"AR",2001,0.171499784719897,"Figure1-a_b"
"AR",2002,0.252583286278938,"Figure1-a_b"
"AR",2003,0.138332580717995,"Figure1-a_b"
"AR",2004,0.180972376693828,"Figure1-a_b"
"AR",2005,0.222336169442433,"Figure1-a_b"
"AR",2006,0.219572541127056,"Figure1-a_b"
"AR",2007,0.167403680338783,"Figure1-a_b"
"AR",2008,0.358919267021837,"Figure1-a_b"
"AR",2009,0.154488807790284,"Figure1-a_b"
"AR",2010,0.1959057595641,"Figure1-a_b"
"AR",2011,0.183475151676525,"Figure1-a_b"
"AR",2012,0.30254637162382,"Figure1-a_b"
"AR",2013,0.248061420345489,"Figure1-a_b"
"AR",2014,0.250982025949292,"Figure1-a_b"
"AR",2015,0.154427618939993,"Figure1-a_b"
"AR",2016,0.221563287537599,"Figure1-a_b"
"AR",2017,0.158649252151148,"Figure1-a_b"
"AR",2018,0.134831035923141,"Figure1-a_b"
"AR",2019,0.108070670485175,"Figure1-a_b"
"AR",2020,0.146609158266563,"Figure1-a_b"
"AR",2021,0.086466834136737,"Figure1-a_b"
"AR",2022,0.122768844098485,"Figure1-a_b"
"RW",1996,NA,"Figure1-a_b"
"RW",1997,NA,"Figure1-a_b"
"RW",1998,NA,"Figure1-a_b"
"RW",1999,NA,"Figure1-a_b"
"RW",2000,NA,"Figure1-a_b"
"RW",2001,NA,"Figure1-a_b"
"RW",2002,NA,"Figure1-a_b"
"RW",2003,NA,"Figure1-a_b"
"RW",2004,NA,"Figure1-a_b"
"RW",2005,NA,"Figure1-a_b"
"RW",2006,NA,"Figure1-a_b"
"RW",2007,NA,"Figure1-a_b"
"RW",2008,NA,"Figure1-a_b"
"RW",2009,NA,"Figure1-a_b"
"RW",2010,NA,"Figure1-a_b"
"RW",2011,NA,"Figure1-a_b"
"RW",2012,NA,"Figure1-a_b"
"RW",2013,NA,"Figure1-a_b"
"RW",2014,NA,"Figure1-a_b"
"RW",2015,NA,"Figure1-a_b"
"RW",2016,NA,"Figure1-a_b"
"RW",2017,NA,"Figure1-a_b"
"RW",2018,0.00939849624060151,"Figure1-a_b"
"RW",2019,NA,"Figure1-a_b"
"RW",2020,0.0336363832170242,"Figure1-a_b"
"RW",2021,0.00090524362369022,"Figure1-a_b"
"RW",2022,0.00681210805007198,"Figure1-a_b"
"VI",1996,NA,"Figure1-a_b"
"VI",1997,NA,"Figure1-a_b"
"VI",1998,NA,"Figure1-a_b"
"VI",1999,NA,"Figure1-a_b"
"VI",2000,NA,"Figure1-a_b"
"VI",2001,NA,"Figure1-a_b"
"VI",2002,NA,"Figure1-a_b"
"VI",2003,NA,"Figure1-a_b"
"VI",2004,NA,"Figure1-a_b"
"VI",2005,NA,"Figure1-a_b"
"VI",2006,NA,"Figure1-a_b"
"VI",2007,NA,"Figure1-a_b"
"VI",2008,NA,"Figure1-a_b"
"VI",2009,NA,"Figure1-a_b"
"VI",2010,NA,"Figure1-a_b"
"VI",2011,NA,"Figure1-a_b"
"VI",2012,NA,"Figure1-a_b"
"VI",2013,NA,"Figure1-a_b"
"VI",2014,NA,"Figure1-a_b"
"VI",2015,NA,"Figure1-a_b"
"VI",2016,0.00254044386635233,"Figure1-a_b"
"VI",2017,0.00128331055458238,"Figure1-a_b"
"VI",2018,NA,"Figure1-a_b"
"VI",2019,NA,"Figure1-a_b"
"VI",2020,NA,"Figure1-a_b"
"VI",2021,NA,"Figure1-a_b"
"VI",2022,NA,"Figure1-a_b"
"EE",1996,NA,"Figure1-a_b"
"EE",1997,NA,"Figure1-a_b"
"EE",1998,0.00182726276038494,"Figure1-a_b"
"EE",1999,0.0116142598660081,"Figure1-a_b"
"EE",2000,NA,"Figure1-a_b"
"EE",2001,NA,"Figure1-a_b"
"EE",2002,0.00156848061358931,"Figure1-a_b"
"EE",2003,0.00483824791149244,"Figure1-a_b"
"EE",2004,0.00302637492339469,"Figure1-a_b"
"EE",2005,NA,"Figure1-a_b"
"EE",2006,NA,"Figure1-a_b"
"EE",2007,0.00187104188950252,"Figure1-a_b"
"EE",2008,0.00370782350760104,"Figure1-a_b"
"EE",2009,0.0229703167061119,"Figure1-a_b"
"EE",2010,0.00071946586853919,"Figure1-a_b"
"EE",2011,0.0342341999657658,"Figure1-a_b"
"EE",2012,NA,"Figure1-a_b"
"EE",2013,NA,"Figure1-a_b"
"EE",2014,0.0136038226741714,"Figure1-a_b"
"EE",2015,0.0131841639356613,"Figure1-a_b"
"EE",2016,0.00406471018616373,"Figure1-a_b"
"EE",2017,0.0673737704286897,"Figure1-a_b"
"EE",2018,0.0193937134502924,"Figure1-a_b"
"EE",2019,0.0430184467654987,"Figure1-a_b"
"EE",2020,0.00933344102696649,"Figure1-a_b"
"EE",2021,0.0260581166406409,"Figure1-a_b"
"EE",2022,0.0105739977062541,"Figure1-a_b"
"CL",1996,0.224676068752755,"Figure1-a_b"
"CL",1997,0.226141523006023,"Figure1-a_b"
"CL",1998,0.0954238031428919,"Figure1-a_b"
"CL",1999,0.169314880923273,"Figure1-a_b"
"CL",2000,0.124789938584257,"Figure1-a_b"
"CL",2001,0.101839448882935,"Figure1-a_b"
"CL",2002,0.265433841520798,"Figure1-a_b"
"CL",2003,0.255502370738316,"Figure1-a_b"
"CL",2004,0.344256304333023,"Figure1-a_b"
"CL",2005,0.112325534033309,"Figure1-a_b"
"CL",2006,0.149653263913196,"Figure1-a_b"
"CL",2007,0.129143437165746,"Figure1-a_b"
"CL",2008,0.117987627578401,"Figure1-a_b"
"CL",2009,0.170084912648371,"Figure1-a_b"
"CL",2010,0.153964928437128,"Figure1-a_b"
"CL",2011,0.20492972479507,"Figure1-a_b"
"CL",2012,0.0913630816791409,"Figure1-a_b"
"CL",2013,0.13786797963782,"Figure1-a_b"
"CL",2014,0.107084870848708,"Figure1-a_b"
"CL",2015,0.149415564847252,"Figure1-a_b"
"CL",2016,0.0866502723355825,"Figure1-a_b"
"CL",2017,0.240035419353597,"Figure1-a_b"
"CL",2018,0.117488095238095,"Figure1-a_b"
"CL",2019,0.184540304919137,"Figure1-a_b"
"CL",2020,0.193279055742225,"Figure1-a_b"
"CL",2021,0.24260755425804,"Figure1-a_b"
"CL",2022,0.147033991361851,"Figure1-a_b"
"CM",1996,0.00777746091825889,"Figure1-a_b"
"CM",1997,NA,"Figure1-a_b"
"CM",1998,0.00121817517358996,"Figure1-a_b"
"CM",1999,NA,"Figure1-a_b"
"CM",2000,NA,"Figure1-a_b"
"CM",2001,NA,"Figure1-a_b"
"CM",2002,NA,"Figure1-a_b"
"CM",2003,NA,"Figure1-a_b"
"CM",2004,NA,"Figure1-a_b"
"CM",2005,NA,"Figure1-a_b"
"CM",2006,NA,"Figure1-a_b"
"CM",2007,NA,"Figure1-a_b"
"CM",2008,0.00748069004546963,"Figure1-a_b"
"CM",2009,0.00451663023251612,"Figure1-a_b"
"CM",2010,NA,"Figure1-a_b"
"CM",2011,NA,"Figure1-a_b"
"CM",2012,NA,"Figure1-a_b"
"CM",2013,0.00667612450972211,"Figure1-a_b"
"CM",2014,0.00028341353920451,"Figure1-a_b"
"CM",2015,NA,"Figure1-a_b"
"CM",2016,0.0070455044305341,"Figure1-a_b"
"CM",2017,0.00153997189551291,"Figure1-a_b"
"CM",2018,0.0106168128654971,"Figure1-a_b"
"CM",2019,NA,"Figure1-a_b"
"CM",2020,0.00606674851382786,"Figure1-a_b"
"CM",2021,0.00643908841967094,"Figure1-a_b"
"CM",2022,0.0273704887630853,"Figure1-a_b"
"AT",1996,0.558286884608405,"Figure1-a_b"
"AT",1997,0.500692497134915,"Figure1-a_b"
"AT",1998,0.506558655134608,"Figure1-a_b"
"AT",1999,0.563922441195168,"Figure1-a_b"
"AT",2000,0.471044067630723,"Figure1-a_b"
"AT",2001,0.47812754150122,"Figure1-a_b"
"AT",2002,0.394167607754564,"Figure1-a_b"
"AT",2003,0.533384511176338,"Figure1-a_b"
"AT",2004,0.50550196336564,"Figure1-a_b"
"AT",2005,0.77467414916727,"Figure1-a_b"
"AT",2006,0.658660745537277,"Figure1-a_b"
"AT",2007,0.696782432166947,"Figure1-a_b"
"AT",2008,0.591011455223152,"Figure1-a_b"
"AT",2009,0.584441112175029,"Figure1-a_b"
"AT",2010,0.482984152565136,"Figure1-a_b"
"AT",2011,0.794096502405904,"Figure1-a_b"
"AT",2012,0.67628335502766,"Figure1-a_b"
"AT",2013,0.560924643244597,"Figure1-a_b"
"AT",2014,0.618708657132654,"Figure1-a_b"
"AT",2015,0.834958752401401,"Figure1-a_b"
"AT",2016,0.649229737419722,"Figure1-a_b"
"AT",2017,0.48890257752796,"Figure1-a_b"
"AT",2018,0.594465329991646,"Figure1-a_b"
"AT",2019,0.656953335579515,"Figure1-a_b"
"AT",2020,0.78071637804773,"Figure1-a_b"
"AT",2021,0.7462896326974,"Figure1-a_b"
"AT",2022,0.413455015739001,"Figure1-a_b"
"TR",1996,0.249742825292303,"Figure1-a_b"
"TR",1997,0.324303235717247,"Figure1-a_b"
"TR",1998,0.213911560482397,"Figure1-a_b"
"TR",1999,0.343904347400851,"Figure1-a_b"
"TR",2000,0.236935819325161,"Figure1-a_b"
"TR",2001,0.725637468305985,"Figure1-a_b"
"TR",2002,0.483147468473555,"Figure1-a_b"
"TR",2003,0.502562655226914,"Figure1-a_b"
"TR",2004,0.60314592459768,"Figure1-a_b"
"TR",2005,0.532600923244026,"Figure1-a_b"
"TR",2006,0.70088816940847,"Figure1-a_b"
"TR",2007,1.00665560673201,"Figure1-a_b"
"TR",2008,0.65855238764319,"Figure1-a_b"
"TR",2009,0.751930407761377,"Figure1-a_b"
"TR",2010,0.87160316181267,"Figure1-a_b"
"TR",2011,0.915555640084444,"Figure1-a_b"
"TR",2012,0.927619589977221,"Figure1-a_b"
"TR",2013,1.13292497705082,"Figure1-a_b"
"TR",2014,1.09865832298876,"Figure1-a_b"
"TR",2015,0.989652314762497,"Figure1-a_b"
"TR",2016,0.934879278107471,"Figure1-a_b"
"TR",2017,0.975239176885022,"Figure1-a_b"
"TR",2018,1.2781537176274,"Figure1-a_b"
"TR",2019,1.26314858490566,"Figure1-a_b"
"TR",2020,1.21073920909796,"Figure1-a_b"
"TR",2021,1.55859868287053,"Figure1-a_b"
"TR",2022,1.23845928601059,"Figure1-a_b"
"EG",1996,0.269662717444845,"Figure1-a_b"
"EG",1997,0.286001316719904,"Figure1-a_b"
"EG",1998,0.257441832135461,"Figure1-a_b"
"EG",1999,0.456486869773583,"Figure1-a_b"
"EG",2000,0.414495094081088,"Figure1-a_b"
"EG",2001,0.743314356790891,"Figure1-a_b"
"EG",2002,0.500261151891587,"Figure1-a_b"
"EG",2003,0.597952133664484,"Figure1-a_b"
"EG",2004,0.790273963274848,"Figure1-a_b"
"EG",2005,0.493829199855177,"Figure1-a_b"
"EG",2006,0.354392719635982,"Figure1-a_b"
"EG",2007,0.520180742616402,"Figure1-a_b"
"EG",2008,0.477300314189255,"Figure1-a_b"
"EG",2009,0.412906722552438,"Figure1-a_b"
"EG",2010,0.467888799355359,"Figure1-a_b"
"EG",2011,0.707204397192796,"Figure1-a_b"
"EG",2012,0.730426293524244,"Figure1-a_b"
"EG",2013,0.596463323040975,"Figure1-a_b"
"EG",2014,0.70947506249256,"Figure1-a_b"
"EG",2015,0.847491241948243,"Figure1-a_b"
"EG",2016,0.721311275506056,"Figure1-a_b"
"EG",2017,0.974509615199523,"Figure1-a_b"
"EG",2018,0.95109649122807,"Figure1-a_b"
"EG",2019,0.810739555256065,"Figure1-a_b"
"EG",2020,1.09920737486,"Figure1-a_b"
"EG",2021,0.92320365718424,"Figure1-a_b"
"EG",2022,0.972199311876235,"Figure1-a_b"
"AU",1996,1.49629792860291,"Figure1-a_b"
"AU",1997,1.31688815195923,"Figure1-a_b"
"AU",1998,1.92542087952248,"Figure1-a_b"
"AU",1999,1.18705804684826,"Figure1-a_b"
